SUBDIVISION,YEAR,Jan-Feb,Mar-May,June-September,Oct-Dec,ANNUAL
Naga Mani Mizo Tripura,1951,4.1,656.2,1562.8,386.3,2609.4
Naga Mani Mizo Tripura,1952,16.1,651.2,1742.7,400.9,2810.9
Naga Mani Mizo Tripura,1953,23.9,641.9,1826,169.9,2661.7
Naga Mani Mizo Tripura,1954,65.2,503.2,2031.2,305.4,2905
Naga Mani Mizo Tripura,1955,11.9,655.5,1789.1,408.8,2865.3
Naga Mani Mizo Tripura,1956,19.6,691.7,2015.8,295.6,3022.7
Naga Mani Mizo Tripura,1957,119.7,415.1,1618.3,150.8,2303.9
Naga Mani Mizo Tripura,1958,93.4,512.6,1119,243.5,1968.5
Naga Mani Mizo Tripura,1959,117.6,482,1371.2,356.8,2327.6
Naga Mani Mizo Tripura,1960,6.1,252.9,1323.5,217.5,1800
Naga Mani Mizo Tripura,1961,47,482.3,1250.6,121.3,1901.2
Naga Mani Mizo Tripura,1962,37.8,301.8,1352.5,130.4,1822.5
Naga Mani Mizo Tripura,1963,4.6,508.5,2075.8,381.1,2970
Naga Mani Mizo Tripura,1964,41.1,651.7,1297.5,338.5,2328.8
Naga Mani Mizo Tripura,1965,63.4,264.8,1479.1,223.7,2031
Naga Mani Mizo Tripura,1966,17.7,315.4,1832.6,313,2478.7
Naga Mani Mizo Tripura,1967,85.1,573.1,1375,196.8,2230
Naga Mani Mizo Tripura,1968,38.2,476.9,1497.3,97.6,2110
Naga Mani Mizo Tripura,1969,22.5,387.9,3050.2,149.5,3610.1
Naga Mani Mizo Tripura,1970,352.1,579.6,2841.3,543.3,4316.3
Naga Mani Mizo Tripura,1971,96,573,2141.5,270.4,3080.9
Naga Mani Mizo Tripura,1972,50.8,346.9,898.7,57.5,1353.9
Naga Mani Mizo Tripura,1973,62.8,493.6,1183.8,365.9,2106.1
Naga Mani Mizo Tripura,1974,11.3,478.2,1590.3,249.8,2329.6
Naga Mani Mizo Tripura,1975,25.7,425.4,1407.2,351.5,2209.8
Naga Mani Mizo Tripura,1976,54.6,588.6,1909,99.1,2651.3
Naga Mani Mizo Tripura,1977,49.1,715.2,1389.9,204.4,2358.6
Naga Mani Mizo Tripura,1978,4.7,648.5,1405.4,92,2150.6
Naga Mani Mizo Tripura,1979,9.6,287.1,1314.4,138.1,1749.2
Naga Mani Mizo Tripura,1980,49.6,708.8,1377.2,169.3,2304.9
Naga Mani Mizo Tripura,1981,52.9,751,1214.2,54.2,2072.3
Naga Mani Mizo Tripura,1982,54.9,401.7,1496.3,74.6,2027.5
Naga Mani Mizo Tripura,1983,68.5,951.1,1343.1,225.4,2588.1
Naga Mani Mizo Tripura,1984,19.2,869.2,1407.3,158.3,2454
Naga Mani Mizo Tripura,1985,42.6,627.5,1364.3,70.9,2105.3
Naga Mani Mizo Tripura,1986,16.1,434.1,1422.8,469.2,2342.2
Naga Mani Mizo Tripura,1987,20.8,408.8,1679.3,252.3,2361.2
Naga Mani Mizo Tripura,1988,34,695.6,1712.4,378.2,2820.2
Naga Mani Mizo Tripura,1989,27.8,363.2,1607.6,360.5,2359.1
Naga Mani Mizo Tripura,1990,32.7,787.1,1452,310.4,2582.2
Naga Mani Mizo Tripura,1991,69.4,937,1467.2,378.3,2851.9
Naga Mani Mizo Tripura,1992,71.5,369.2,1503.7,277.1,2221.5
Naga Mani Mizo Tripura,1993,150.4,747.6,1802.3,181.4,2881.7
Naga Mani Mizo Tripura,1994,39.6,484.7,1059.2,129,1712.5
Naga Mani Mizo Tripura,1995,41.9,375.2,1637.8,285.2,2340.1
Naga Mani Mizo Tripura,1996,38.1,535.4,1413.9,207.2,2194.6
Naga Mani Mizo Tripura,1997,35,501.4,1568,107.7,2212.1
Naga Mani Mizo Tripura,1998,59.7,653.2,1367.8,144.7,2225.4
Naga Mani Mizo Tripura,1999,2.2,457.3,1510.9,262.5,2232.9
Naga Mani Mizo Tripura,2000,48.6,746.9,1357.9,210.5,2363.9
Naga Mani Mizo Tripura,2001,48.4,436.2,1332.6,332,2149.2
Naga Mani Mizo Tripura,2002,22.5,645.2,1397.9,176.8,2242.4
Naga Mani Mizo Tripura,2003,15.3,502.5,1423.4,221.1,2162.3
Naga Mani Mizo Tripura,2004,7.5,563.5,1643.1,139.6,2353.7
Naga Mani Mizo Tripura,2005,21.4,453.7,1141.2,220.4,1836.7
Naga Mani Mizo Tripura,2006,13,498.8,1253.3,107.1,1872.2
Naga Mani Mizo Tripura,2007,62.6,525.8,1676.7,273.2,2538.3
Naga Mani Mizo Tripura,2008,44.5,305.3,1243,156.1,1748.9
Naga Mani Mizo Tripura,2009,3.2,330.1,1219.9,184.5,1737.7
Naga Mani Mizo Tripura,2010,8.9,541.3,1482.1,262.9,2295.2
Naga Mani Mizo Tripura,2011,16.2,467.4,1313.4,95.2,1892.2
Naga Mani Mizo Tripura,2012,34.7,427.3,1267.7,193.3,1923
Naga Mani Mizo Tripura,2013,5.9,428.9,995.2,127.1,1557.1
Naga Mani Mizo Tripura,2014,22.2,267.5,1237.2,73,1599.9
Naga Mani Mizo Tripura,2015,28.6,473.4,1287.6,132.6,1922.2
Naga Mani Mizo Tripura,2016,42,478.7,1229,206.7,1956.4
Naga Mani Mizo Tripura,2017,12.7,599.6,1829.7,363.3,2805.3
Sub Himalayan West Bengal & Sikkim,1901,41.3,238.8,1757,76,2113.1
Sub Himalayan West Bengal & Sikkim,1902,1.9,484.5,2613.9,80,3180.3
Sub Himalayan West Bengal & Sikkim,1903,14.2,201.8,2046.7,141.6,2404.3
Sub Himalayan West Bengal & Sikkim,1904,32.6,458.8,1503.7,174.8,2169.9
Sub Himalayan West Bengal & Sikkim,1905,43.2,446.9,2405.6,109.3,3005
Sub Himalayan West Bengal & Sikkim,1906,58.5,241.5,2169,148.9,2617.9
Sub Himalayan West Bengal & Sikkim,1907,31.2,336.1,2112.8,49.9,2530
Sub Himalayan West Bengal & Sikkim,1908,43.5,378.6,1527.8,38.3,1988.2
Sub Himalayan West Bengal & Sikkim,1909,10.7,339.7,2177.6,142.2,2670.2
Sub Himalayan West Bengal & Sikkim,1910,19.9,291,2535.8,199.4,3046.1
Sub Himalayan West Bengal & Sikkim,1911,29.6,473.3,2352.3,338.9,3194.1
Sub Himalayan West Bengal & Sikkim,1912,14.3,493.8,2030.2,255.4,2793.7
Sub Himalayan West Bengal & Sikkim,1913,35.8,400.1,2287.3,211.7,2934.9
Sub Himalayan West Bengal & Sikkim,1914,72.2,396,1888,58.1,2414.3
Sub Himalayan West Bengal & Sikkim,1915,53.9,489.5,1831.5,130.1,2505
Sub Himalayan West Bengal & Sikkim,1916,24.2,479.4,2756.6,216.6,3476.8
Sub Himalayan West Bengal & Sikkim,1917,22.4,264.6,2198.4,356.4,2841.8
Sub Himalayan West Bengal & Sikkim,1918,2.3,465.4,2478.3,35.7,2981.7
Sub Himalayan West Bengal & Sikkim,1919,24.6,276.7,2066.1,177,2544.4
Sub Himalayan West Bengal & Sikkim,1920,25,295.4,2402.5,161.2,2884.1
Sub Himalayan West Bengal & Sikkim,1921,43.9,715.4,2560.4,193.6,3513.3
Sub Himalayan West Bengal & Sikkim,1922,20.3,268.1,2620.3,93,3001.7
Sub Himalayan West Bengal & Sikkim,1923,40.2,444.5,1925.4,78.8,2488.9
Sub Himalayan West Bengal & Sikkim,1924,4.3,379.7,2355.3,211.5,2950.8
Sub Himalayan West Bengal & Sikkim,1925,9.1,559.3,2233.2,84.9,2886.5
Sub Himalayan West Bengal & Sikkim,1926,15.6,346.3,2162.8,112.9,2637.6
Sub Himalayan West Bengal & Sikkim,1927,54.9,401.3,2152.1,123.9,2732.2
Sub Himalayan West Bengal & Sikkim,1928,37.3,308.8,2250.8,272.1,2869
Sub Himalayan West Bengal & Sikkim,1929,51.7,399.3,1942,538.3,2931.3
Sub Himalayan West Bengal & Sikkim,1930,37.5,305.3,1646.6,194.8,2184.2
Sub Himalayan West Bengal & Sikkim,1931,12.5,423.1,2311.5,129.3,2876.4
Sub Himalayan West Bengal & Sikkim,1932,10,336.9,2057.8,310.9,2715.6
Sub Himalayan West Bengal & Sikkim,1933,25.9,318.9,2015,154.3,2514.1
Sub Himalayan West Bengal & Sikkim,1934,70.7,314.7,2065.3,162.2,2612.9
Sub Himalayan West Bengal & Sikkim,1935,37.9,289.7,2431.4,26.1,2785.1
Sub Himalayan West Bengal & Sikkim,1936,12.6,407.2,2118.9,121.6,2660.3
Sub Himalayan West Bengal & Sikkim,1937,68.6,336.1,1803.3,360.3,2568.3
Sub Himalayan West Bengal & Sikkim,1938,9,544.7,2588.6,106.9,3249.2
Sub Himalayan West Bengal & Sikkim,1939,19.8,280.8,2137.3,153.1,2591
Sub Himalayan West Bengal & Sikkim,1940,54.3,363,1878.6,24.3,2320.2
Sub Himalayan West Bengal & Sikkim,1941,10.1,476.9,2049.9,181,2717.9
Sub Himalayan West Bengal & Sikkim,1942,26.1,486.4,1795.5,57.3,2365.3
Sub Himalayan West Bengal & Sikkim,1943,80.8,424.9,2367.4,44.5,2917.6
Sub Himalayan West Bengal & Sikkim,1944,52.8,408.6,2062.8,59,2583.2
Sub Himalayan West Bengal & Sikkim,1945,49.1,432.6,2036.5,237.2,2755.4
Sub Himalayan West Bengal & Sikkim,1946,11.6,465.7,1986.1,305,2768.4
Sub Himalayan West Bengal & Sikkim,1947,2.4,340.5,2047,144.3,2534.2
Sub Himalayan West Bengal & Sikkim,1948,16,557.3,2119,244.2,2936.5
Sub Himalayan West Bengal & Sikkim,1949,35.1,647.8,2288.1,316.6,3287.6
Sub Himalayan West Bengal & Sikkim,1950,19.9,286.7,2324.5,131.5,2762.6
Sub Himalayan West Bengal & Sikkim,1951,1.5,331.8,2154.6,195.3,2683.2
Sub Himalayan West Bengal & Sikkim,1952,23.5,669.8,2404.4,173.2,3270.9
Sub Himalayan West Bengal & Sikkim,1953,38.9,405.8,2039.1,110.2,2594
Sub Himalayan West Bengal & Sikkim,1954,25.9,390,2550,89.8,3055.7
Sub Himalayan West Bengal & Sikkim,1955,7.4,326.6,2596.8,62,2992.8
Sub Himalayan West Bengal & Sikkim,1956,16.2,628.4,1991.3,249.5,2885.4
Sub Himalayan West Bengal & Sikkim,1957,111.9,203.8,1824.6,85.2,2225.5
Sub Himalayan West Bengal & Sikkim,1958,25.6,404.8,2239.4,150.4,2820.2
Sub Himalayan West Bengal & Sikkim,1959,105.5,394.6,1734.1,346,2580.2
Sub Himalayan West Bengal & Sikkim,1960,6.6,350,2181.9,71.9,2610.4
Sub Himalayan West Bengal & Sikkim,1961,50.4,338.1,1780.7,135,2304.2
Sub Himalayan West Bengal & Sikkim,1962,54.7,390.3,1996.4,80.4,2521.8
Sub Himalayan West Bengal & Sikkim,1963,2.8,459.7,1965.1,177.2,2604.8
Sub Himalayan West Bengal & Sikkim,1964,1.2,321.1,2504.7,154.5,2981.5
Sub Himalayan West Bengal & Sikkim,1965,22.2,350.1,2318.1,72.4,2762.8
Sub Himalayan West Bengal & Sikkim,1966,37.1,286.2,2069.1,123,2515.4
Sub Himalayan West Bengal & Sikkim,1967,2.4,397.8,2312.6,147.7,2860.5
Sub Himalayan West Bengal & Sikkim,1968,31,362.4,2583.3,402.1,3378.8
Sub Himalayan West Bengal & Sikkim,1969,14.3,395.9,1934.7,79.9,2424.8
Sub Himalayan West Bengal & Sikkim,1970,31.4,332.8,2274,64,2702.2
Sub Himalayan West Bengal & Sikkim,1971,49.7,547.3,2274.5,355.4,3226.9
Sub Himalayan West Bengal & Sikkim,1972,51,473.9,1789.7,100,2414.6
Sub Himalayan West Bengal & Sikkim,1973,49.7,448,2005.1,301.8,2804.6
Sub Himalayan West Bengal & Sikkim,1974,21.6,644.2,2489.4,186.3,3341.5
Sub Himalayan West Bengal & Sikkim,1975,50.3,350.4,2080.9,182.2,2663.8
Sub Himalayan West Bengal & Sikkim,1976,59.8,443.6,2140.8,149.8,2794
Sub Himalayan West Bengal & Sikkim,1977,22.6,621.3,1912.7,349.8,2906.4
Sub Himalayan West Bengal & Sikkim,1978,32.6,499.3,1711.2,134.8,2377.9
Sub Himalayan West Bengal & Sikkim,1979,34.9,257.7,1862.8,356.3,2511.7
Sub Himalayan West Bengal & Sikkim,1980,56.4,507.8,2430.3,154.1,3148.6
Sub Himalayan West Bengal & Sikkim,1981,71.8,537.1,2295.8,64.6,2969.3
Sub Himalayan West Bengal & Sikkim,1982,10.1,347.1,1895.6,84.7,2337.5
Sub Himalayan West Bengal & Sikkim,1983,83.6,458.3,2147.7,149.1,2838.7
Sub Himalayan West Bengal & Sikkim,1984,40.6,530,1982.1,195.7,2748.4
Sub Himalayan West Bengal & Sikkim,1985,32.7,471.3,2277.3,256.6,3037.9
Sub Himalayan West Bengal & Sikkim,1986,7.1,282.4,1838.9,237,2365.4
Sub Himalayan West Bengal & Sikkim,1987,38.1,380.5,2609.8,157.1,3185.5
Sub Himalayan West Bengal & Sikkim,1988,31.4,436.5,2573.7,99.9,3141.5
Sub Himalayan West Bengal & Sikkim,1989,62.6,462.3,2182.5,147.2,2854.6
Sub Himalayan West Bengal & Sikkim,1990,113.7,596.6,2726,129.1,3565.4
Sub Himalayan West Bengal & Sikkim,1991,65.7,432.2,2474.4,99.9,3072.2
Sub Himalayan West Bengal & Sikkim,1992,56.7,363.4,1798.8,140,2358.9
Sub Himalayan West Bengal & Sikkim,1993,72.8,516.2,2047.3,259.6,2895.9
Sub Himalayan West Bengal & Sikkim,1994,104.6,484,1443.5,95,2127.1
Sub Himalayan West Bengal & Sikkim,1995,59,484.4,2812,202.3,3557.7
Sub Himalayan West Bengal & Sikkim,1996,65.1,546.2,2081.2,107.7,2800.2
Sub Himalayan West Bengal & Sikkim,1997,50.2,362.8,2024.3,114.1,2551.4
Sub Himalayan West Bengal & Sikkim,1998,50.6,533.4,2846.9,224.3,3655.2
Sub Himalayan West Bengal & Sikkim,1999,14.9,509.3,2537.9,261.2,3323.3
Sub Himalayan West Bengal & Sikkim,2000,46.9,566.7,2187.8,106.7,2908.1
Sub Himalayan West Bengal & Sikkim,2001,24.5,532.2,1730.6,325.3,2612.6
Sub Himalayan West Bengal & Sikkim,2002,40.1,514.4,1897.2,95.2,2546.9
Sub Himalayan West Bengal & Sikkim,2003,96.2,473.2,1895,258.6,2723
Sub Himalayan West Bengal & Sikkim,2004,31.4,491.5,1980.1,211.8,2714.8
Sub Himalayan West Bengal & Sikkim,2005,40.5,541.6,1945.2,280.4,2807.7
Sub Himalayan West Bengal & Sikkim,2006,17.7,429.6,1668.2,146.6,2262.1
Sub Himalayan West Bengal & Sikkim,2007,84.2,421.8,2042.4,90.3,2638.7
Sub Himalayan West Bengal & Sikkim,2008,55.3,393,2117.2,124.3,2689.8
Sub Himalayan West Bengal & Sikkim,2009,46.3,478.9,1549.7,249.8,2324.7
Sub Himalayan West Bengal & Sikkim,2010,25.2,590.1,1920.9,76.3,2612.5
Sub Himalayan West Bengal & Sikkim,2011,28.4,454,1858.7,77.7,2418.8
Sub Himalayan West Bengal & Sikkim,2012,29.2,407.7,2056.1,139.3,2632.3
Sub Himalayan West Bengal & Sikkim,2013,26.6,443.3,1717.6,218.6,2406.1
Sub Himalayan West Bengal & Sikkim,2014,26.8,394.2,1862.6,38.9,2322.5
Sub Himalayan West Bengal & Sikkim,2015,30.7,518.4,1883,86.4,2518.5
Sub Himalayan West Bengal & Sikkim,2016,27.8,434,2007.1,155.9,2624.8
Sub Himalayan West Bengal & Sikkim,2017,8.1,458.2,2047.2,171.3,2684.8
Gangetic West Bengal,1901,95.5,189.7,1068,134.5,1487.7
Gangetic West Bengal,1902,1.2,309.6,984,52.8,1347.6
Gangetic West Bengal,1903,42.1,146.4,959.6,206.2,1354.3
Gangetic West Bengal,1904,24,213.3,1106.5,39.3,1383.1
Gangetic West Bengal,1905,80.5,326.4,1147.6,112.5,1667
Gangetic West Bengal,1906,170.4,135.7,936.9,152.5,1395.5
Gangetic West Bengal,1907,24.9,226.9,1047.3,38,1337.1
Gangetic West Bengal,1908,32.1,117,1229.2,21.5,1399.8
Gangetic West Bengal,1909,12,243,1344.7,98,1697.7
Gangetic West Bengal,1910,33.8,159.5,1021.7,170.9,1385.9
Gangetic West Bengal,1911,4.1,188.5,966.7,105.6,1264.9
Gangetic West Bengal,1912,25.4,229.8,914,178.2,1347.4
Gangetic West Bengal,1913,114.8,204.9,1356.2,150.9,1826.8
Gangetic West Bengal,1914,31,309.1,998.8,44.9,1383.8
Gangetic West Bengal,1915,15.2,228.5,919,147.6,1310.3
Gangetic West Bengal,1916,2.7,101.1,1131.7,365,1600.5
Gangetic West Bengal,1917,34,220.5,1153.2,368,1775.7
Gangetic West Bengal,1918,1.3,281.8,1104.8,7.4,1395.3
Gangetic West Bengal,1919,61.2,197.6,1139.8,83.7,1482.3
Gangetic West Bengal,1920,37.1,244.1,973.7,108.6,1363.5
Gangetic West Bengal,1921,46.6,123.9,1077.8,51.9,1300.2
Gangetic West Bengal,1922,10.5,95.5,1467.8,81.9,1655.7
Gangetic West Bengal,1923,92.3,101.8,1000.8,90.3,1285.2
Gangetic West Bengal,1924,13.5,103.7,1004.7,144.6,1266.5
Gangetic West Bengal,1925,25.5,213.5,847.1,187.6,1273.7
Gangetic West Bengal,1926,35.9,222.4,1358,88.9,1705.2
Gangetic West Bengal,1927,69,128.1,931.3,62.3,1190.7
Gangetic West Bengal,1928,16,163.8,1293.5,151.7,1625
Gangetic West Bengal,1929,56,133.1,1072.3,296,1557.4
Gangetic West Bengal,1930,13.9,124.8,1105,137.3,1381
Gangetic West Bengal,1931,76.8,161.3,1009.4,228.2,1475.7
Gangetic West Bengal,1932,12.9,233.6,885.9,174.4,1306.8
Gangetic West Bengal,1933,69.6,250.9,1398.9,147.7,1867.1
Gangetic West Bengal,1934,25.1,99.1,875.7,117.7,1117.6
Gangetic West Bengal,1935,38.4,99,866.5,11.2,1015.1
Gangetic West Bengal,1936,22.4,260.5,1136.6,86.2,1505.7
Gangetic West Bengal,1937,112.8,155.7,1142.5,111.5,1522.5
Gangetic West Bengal,1938,48.8,246.6,949.3,93.1,1337.8
Gangetic West Bengal,1939,25.5,101.3,1329.1,242.6,1698.5
Gangetic West Bengal,1940,30.4,221.1,1038.2,69,1358.7
Gangetic West Bengal,1941,29.7,115.8,1361.3,294.3,1801.1
Gangetic West Bengal,1942,17.9,130.9,1310.4,156.5,1615.7
Gangetic West Bengal,1943,65.1,155.9,1135.3,90,1446.3
Gangetic West Bengal,1944,84.4,121.1,1121.7,79.2,1406.4
Gangetic West Bengal,1945,31.6,191,804.3,244.6,1271.5
Gangetic West Bengal,1946,4.2,260.4,1224.3,225.3,1714.2
Gangetic West Bengal,1947,16.5,165.7,1051,129.9,1363.1
Gangetic West Bengal,1948,58.1,236.9,1006.7,230.3,1532
Gangetic West Bengal,1949,9.8,337.1,1034.8,111.8,1493.5
Gangetic West Bengal,1950,6.5,141.2,1259.6,208.5,1615.8
Gangetic West Bengal,1951,0.4,142.6,894.6,176.4,1214
Gangetic West Bengal,1952,1.4,200,1032.2,162.1,1395.7
Gangetic West Bengal,1953,39.9,80.3,1291,94.6,1505.8
Gangetic West Bengal,1954,18.2,100.5,875,86.3,1080
Gangetic West Bengal,1955,5.2,83.7,953.5,225.9,1268.3
Gangetic West Bengal,1956,38.4,217.9,1283.7,174.2,1714.2
Gangetic West Bengal,1957,76.8,31.1,984.4,38.3,1130.6
Gangetic West Bengal,1958,38.3,109.5,885.1,118.2,1151.1
Gangetic West Bengal,1959,46.2,136.9,1297.6,331.9,1812.6
Gangetic West Bengal,1960,2,154.1,1017.7,71.7,1245.5
Gangetic West Bengal,1961,86.9,111.6,990.1,101.9,1290.5
Gangetic West Bengal,1962,21.9,140.8,869.6,141.1,1173.4
Gangetic West Bengal,1963,2.8,170.9,974.4,141.5,1289.6
Gangetic West Bengal,1964,13.8,161,971.6,132,1278.4
Gangetic West Bengal,1965,34.2,124.6,1024.5,80.6,1263.9
Gangetic West Bengal,1966,37.5,66.8,888.5,125.9,1118.7
Gangetic West Bengal,1967,55.8,163.2,1074.4,55,1348.4
Gangetic West Bengal,1968,13.3,55.8,1374.4,154.3,1597.8
Gangetic West Bengal,1969,9.8,190.1,1134.9,69.3,1404.1
Gangetic West Bengal,1970,25.9,111.1,1300.6,210.8,1648.4
Gangetic West Bengal,1971,44.8,301.1,1559,194.9,2099.8
Gangetic West Bengal,1972,45.9,45.6,1179.9,61.8,1333.2
Gangetic West Bengal,1973,10.2,227.8,1245.7,251.4,1735.1
Gangetic West Bengal,1974,3.6,207.4,1114.7,144.9,1470.6
Gangetic West Bengal,1975,28.6,114.5,1138.9,184.2,1466.2
Gangetic West Bengal,1976,32.8,201.3,922.6,83.9,1240.6
Gangetic West Bengal,1977,35.9,273.6,1361,170.1,1840.6
Gangetic West Bengal,1978,22.6,216.6,1468,165.5,1872.7
Gangetic West Bengal,1979,43.3,58.7,975.9,79.9,1157.8
Gangetic West Bengal,1980,38.1,192.6,1131.1,159,1520.8
Gangetic West Bengal,1981,77.6,426.5,1316.8,88.2,1909.1
Gangetic West Bengal,1982,38.2,195.2,830.5,47.1,1111
Gangetic West Bengal,1983,48.3,223.7,1009.3,182.3,1463.6
Gangetic West Bengal,1984,21.7,129.8,1568.4,111.8,1831.7
Gangetic West Bengal,1985,32.9,132.5,1109.1,139,1413.5
Gangetic West Bengal,1986,15.9,201.7,1244.7,328.5,1790.8
Gangetic West Bengal,1987,8.9,187.2,1309.9,85.5,1591.5
Gangetic West Bengal,1988,24.6,208.1,1308.4,140.4,1681.5
Gangetic West Bengal,1989,5.3,185.1,1308.3,127.5,1626.2
Gangetic West Bengal,1990,64.4,345.9,1325.4,225.6,1961.3
Gangetic West Bengal,1991,39.2,142.3,1219.1,208.7,1609.3
Gangetic West Bengal,1992,63.5,152.1,1128.2,70.8,1414.6
Gangetic West Bengal,1993,4.1,235.6,1387.6,132.4,1759.7
Gangetic West Bengal,1994,72.6,169,1196.7,92.5,1530.8
Gangetic West Bengal,1995,50.3,221.7,1411,253.1,1936.1
Gangetic West Bengal,1996,24.2,117.1,1202.8,160,1504.1
Gangetic West Bengal,1997,42.3,244.2,1288.2,83.2,1657.9
Gangetic West Bengal,1998,83.9,268.9,1011.5,268.5,1632.8
Gangetic West Bengal,1999,0.8,230,1517.2,209,1957
Gangetic West Bengal,2000,67.4,272.8,1153.9,77.9,1572
Gangetic West Bengal,2001,2.2,258,1108.1,172.4,1540.7
Gangetic West Bengal,2002,27.8,218.1,1245,122.5,1613.4
Gangetic West Bengal,2003,12.2,188.2,928.2,368.1,1496.7
Gangetic West Bengal,2004,4.9,150.6,1192.4,221.5,1569.4
Gangetic West Bengal,2005,38.6,207,1002.6,356.6,1604.8
Gangetic West Bengal,2006,3.8,191.9,1408.8,55.9,1660.4
Gangetic West Bengal,2007,60.1,176.7,1624.3,80.4,1941.5
Gangetic West Bengal,2008,61.8,148.7,1272.4,72.5,1555.4
Gangetic West Bengal,2009,3.8,249.5,974.6,87,1314.9
Gangetic West Bengal,2010,10.5,151.4,770.8,132.2,1064.9
Gangetic West Bengal,2011,5.2,248.1,1393.5,39.6,1686.4
Gangetic West Bengal,2012,56,106.3,969.9,135.8,1268
Gangetic West Bengal,2013,12.5,246.3,1152,353.2,1764
Gangetic West Bengal,2014,43.1,146.2,1014.4,57.6,1261.3
Gangetic West Bengal,2015,18.4,165.6,1304.9,41.3,1530.2
Gangetic West Bengal,2016,47.8,132.4,1157.8,89,1427
Gangetic West Bengal,2017,1.4,167.3,1138.9,261.1,1568.7
Orissa,1901,104.6,146.7,859.6,173.3,1284.2
Orissa,1902,3.6,172,1097.5,75.8,1348.9
Orissa,1903,38.6,118.4,1125.5,285.7,1568.2
Orissa,1904,12.4,130.9,1257.8,113.7,1514.8
Orissa,1905,41.5,230.7,1047.6,37.5,1357.3
Orissa,1906,108.1,92.2,1081.3,126.6,1408.2
Orissa,1907,17,202.3,1166.8,61.1,1447.2
Orissa,1908,36.8,81.4,1267.1,45.3,1430.6
Orissa,1909,17.6,206.3,1209.2,102.2,1535.3
Orissa,1910,11.2,115.4,1247.2,224.7,1598.5
Orissa,1911,2.7,101.4,1200,113.2,1417.3
Orissa,1912,63.5,99.3,1123.4,111,1397.2
Orissa,1913,57.5,109,1200.7,177.1,1544.3
Orissa,1914,20.2,252.3,1305.4,20.7,1598.6
Orissa,1915,36.8,137,988.3,274.8,1436.9
Orissa,1916,4.9,80.1,1122.6,271.9,1479.5
Orissa,1917,68.5,145.1,1255.3,381.1,1850
Orissa,1918,11.1,175.5,1094.7,16.2,1297.5
Orissa,1919,116.4,131.7,1317.5,192.3,1757.9
Orissa,1920,21.5,128.8,1205.7,46.5,1402.5
Orissa,1921,49.8,47.6,1159.4,67.3,1324.1
Orissa,1922,20.2,62.4,1303,81,1466.6
Orissa,1923,66.5,61.1,938.9,192.1,1258.6
Orissa,1924,36.1,100.9,868.2,258.3,1263.5
Orissa,1925,2,170,1418.6,217.3,1807.9
Orissa,1926,46.1,176.5,1222.4,90.7,1535.7
Orissa,1927,30.2,72.3,1308.8,114.3,1525.6
Orissa,1928,9.2,137.9,1228.1,210.3,1585.5
Orissa,1929,36.8,67.3,1332.7,201,1637.8
Orissa,1930,12.3,81.3,1156.2,196.3,1446.1
Orissa,1931,44.2,83.6,1055.9,293.3,1477
Orissa,1932,34.2,104.2,1108.5,193.3,1440.2
Orissa,1933,75.2,169.9,1436.7,169.2,1851
Orissa,1934,1.5,36.2,1327.9,123.3,1488.9
Orissa,1935,11.3,70.7,1117.4,19.9,1219.3
Orissa,1936,59.7,174.9,1469.9,171.4,1875.9
Orissa,1937,89,160.2,1241.6,76.6,1567.4
Orissa,1938,27.8,148.1,1063,202.7,1441.6
Orissa,1939,19,80.3,1261,203.3,1563.6
Orissa,1940,35.3,232.3,1348,72.1,1687.7
Orissa,1941,29.7,85,1103.1,217.5,1435.3
Orissa,1942,23.3,69.7,1216.8,138.2,1448
Orissa,1943,68,135.4,1291.2,91.9,1586.5
Orissa,1944,108,154.9,1180.7,164.6,1608.2
Orissa,1945,25,108.7,1215.9,189,1538.6
Orissa,1946,2.6,193.1,1242.4,176.8,1614.9
Orissa,1947,41.1,70.5,1100.6,198.7,1410.9
Orissa,1948,50.1,102.7,1024.2,156.9,1333.9
Orissa,1949,4,121.9,999.8,223.2,1348.9
Orissa,1950,21.2,126.8,1051.6,193.2,1392.8
Orissa,1951,2.2,174.8,1026.6,192.7,1396.3
Orissa,1952,9.8,123.8,1203.4,179.9,1516.9
Orissa,1953,45.8,37.7,1245.3,109,1437.8
Orissa,1954,6.8,78,990.8,132.4,1208
Orissa,1955,0.3,114.5,1167,315.3,1597.1
Orissa,1956,39.3,148.2,1499.5,198.4,1885.4
Orissa,1957,38.9,76.4,1112.6,49.6,1277.5
Orissa,1958,54.3,87.8,1212.6,269.3,1624
Orissa,1959,30.9,72,1218.2,174.7,1495.8
Orissa,1960,6.2,106.7,1331.8,148.3,1593
Orissa,1961,132.1,78.8,1542.1,192.2,1945.2
Orissa,1962,13.4,89.8,1072.2,171.2,1346.6
Orissa,1963,7.1,146.1,1198.1,210.8,1562.1
Orissa,1964,30,93.9,1138.3,92.3,1354.5
Orissa,1965,27.9,134.6,926.2,85.9,1174.6
Orissa,1966,53.5,66.8,1013.4,153.2,1286.9
Orissa,1967,71.3,154.3,1171.1,30.8,1427.5
Orissa,1968,63.1,92.9,1070.3,237.8,1464.1
Orissa,1969,1.7,112,1082.3,87.1,1283.1
Orissa,1970,32.1,140.3,1170.4,69.5,1412.3
Orissa,1971,39.6,161,1164.2,232,1596.8
Orissa,1972,22,44.8,1133.9,124.3,1325
Orissa,1973,7.4,109.6,1185.5,271,1573.5
